ID,MUNDO,PUNTO DE RECORRIDO,TIPO DE RETO,Contexto (si hace falta),Enunciado ciudadanía (default),Puntos por respuesta correcta,Respuesta 1,% R1,Respuesta 2,% R2,Respuesta 3,% R3,Respuesta 4,% R4,Num. Articulo,Artículo de la constitución (texto),Feedback del juego,TIEMPO (segundos),Dificultad,
106,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,¿Qué organismo coordina los asuntos generales de gobierno?,10,El Consejo de Ministros,100%,El Congreso Nacional,0%,La Corte Suprema de Justicia,0%,La Asamblea Nacional,0%,137,Constitución de la República Dominicana,"Consejo de Ministros. El Consejo de Ministros es el órgano de coordinación de los asuntos generales de gobierno y tiene como finalidad organizar y agilizar el despacho de los aspectos de la Administración Pública en beneficio de los intereses generales de la Nación y al servicio de la ciudadanía. Estará integrado por el Presidente de la República, quien lo presidirá; el Vicepresidente de la República y los ministros.",30,Fácil,
107,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,¿Qué limitación se impone a las instituciones públicas en cuanto a incrementar remuneraciones?,10,Solo pueden hacerlo para un período posterior al que fueron electos,100%,Ninguna limitación,0%,Solo pueden hacerlo después de tres años,0%,Solo pueden hacerlo con aprobación del Congreso Nacional,0%,140,Constitución de la República Dominicana,"Regulación incremento remuneraciones. Ninguna institución pública o entidad autónoma que maneje fondos públicos establecerá normas o disposiciones tendentes a incrementar la remuneración o beneficios a sus incumbentes o directivos, sino para un período posterior al que fueron electos o designados. La inobservancia de esta disposición será sancionada de conformidad con la ley.",30,Medio,
108,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"¿Qué tipo de organismos deben ser creados por la ley y tienen autonomía administrativa, financiera y técnica?",10,Organismos autónomos y descentralizados,100%,Organismos no gubernamentales,0%,Instituciones educativas,0%,Empresas privadas,0%,141,Constitución de la República Dominicana,"Organismos autónomos y descentralizados. La ley creará organismos autónomos y descentralizados en el Estado, provistos de personalidad jurídica, con autonomía administrativa, financiera y técnica. Estos organismos estarán adscritos al sector de la administración compatible con su actividad, bajo la vigilancia de la ministra o ministro titular del sector. La ley y el Poder Ejecutivo regularán las políticas de desconcentración de los servicios de la administración pública.",30,Fácil,
109,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,¿Cuál es el fundamento del Estatuto de la Función Pública?,10,La gestión eficiente y el cumplimiento de las funciones esenciales del Estado,100%,La promoción de cargos públicos para amigos y familiares,0%,La privatización de servicios públicos,0%,La maximización de ingresos del Estado,0%,142,Constitución de la República Dominicana,"Función Pública. El Estatuto de la Función Pública es un régimen de derecho público basado en el mérito y la profesionalización para una gestión eficiente y el cumplimiento de las funciones esenciales del Estado. Dicho estatuto determinará la forma de ingreso, ascenso, evaluación del desempeño, permanencia y separación del servidor público de sus funciones.",30,Medio,
110,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,¿Qué rol tiene el presidente en la celebración de tratados internacionales?,10,Celebra y firma tratados,100%,Solo autoriza tratados,0%,Solo negocia tratados,0%,Solo firma tratados,0%,128,Constitución de la República Dominicana,"Atribuciones del Presidente de la República. La o el Presidente de la República dirige la política interior y exterior, la administración civil y militar, y es la autoridad suprema de las Fuerzas Armadas, la Policía Nacional y los demás cuerpos de seguridad del
Estado.

1) En su condición de Jefe de Estado le corresponde:
d) Celebrar y firmar tratados o convenciones internacionales y someterlos a la aprobación del Congreso Nacional, sin la cual no tendrán validez ni obligarán a la República;",30,Fácil,
111,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,¿Quién dirige la política interior y exterior de la nación?,10,La o el presidente de la República,100%,El Congreso Nacional,0%,El Ministerio del Interior,0%,La Corte Suprema de Justicia,0%,128,Constitución de la República Dominicana,"Atribuciones del Presidente de la República. La o el Presidente de la República dirige la política interior y exterior, la administración civil y militar, y es la autoridad suprema de las Fuerzas Armadas, la Policía Nacional y los demás cuerpos de seguridad del Estado.",30,Fácil,
112,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,¿Qué puede hacer el presidente en su condición de Jefe de Estado en relación con las leyes?,10,Promulgar y hacer publicar las leyes y resoluciones del Congreso Nacional,100%,Crear leyes sin aprobación del Congreso,0%,Interpretar las leyes según su criterio,0%,Nombrar jueces para el Tribunal Constitucional,0%,128,Constitución de la República Dominicana,"Atribuciones del Presidente de la República. 

1) En su condición de Jefe de Estado le corresponde:

-        b) Promulgar y hacer publicar las leyes y resoluciones del Congreso Nacional y cuidar de su fiel ejecución. Expedir decretos, reglamentos e instrucciones cuando fuere necesario;",30,Fácil,
113,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,Quién es la autoridad suprema de las Fuerzas Armadas y la Policía Nacional?,10,La o el presidente de la República,100%,El Ministro de Defensa,0%,El Congreso Nacional,0%,El Ministro del Interior,0%,128,Constitución de la República Dominicana,"Atribuciones del Presidente de la República. La o el Presidente de la República dirige la política interior y exterior, la administración civil y militar, y es la autoridad suprema de las Fuerzas Armadas, la Policía Nacional y los demás cuerpos de seguridad del Estado.",30,Fácil,
114,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,¿Qué atribución tiene el presidente en relación con los ministros y viceministros?,10,"Puede nombrarlos, aceptar su renuncia y removerlos",100%,Solo puede recomendar su nombramiento,0%,No tiene atribuciones sobre ellos,0%,"Puede nombrarlos, pero no removerlos",0%,128,Constitución de la República Dominicana,"Atribuciones del Presidente de la República. 
2) En su condición de Jefe de Gobierno tiene la facultad de: 

a) Nombrar los ministros y viceministros y demás funcionarios públicos que ocupen cargos de libre nombramiento o cuya designación no se atribuya a ningún otro organismo del Estado reconocido por esta Constitución o por las leyes, así como aceptarles su renuncia y removerlos;",30,Fácil,
115,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,¿Qué es necesario para que el presidente pueda celebrar contratos que afecten las rentas nacionales?,10,Aprobación del Congreso Nacional,100%,Aprobación de la Corte Suprema,0%,No se requiere aprobación,0%,Firma del Ministro de Hacienda,0%,128,Constitución de la República Dominicana,"Atribuciones del Presidente de la República. 
2) En su condición de Jefe de Gobierno tiene la facultad de: 

-        d) Celebrar contratos, sometiéndolos a la aprobación del Congreso Nacional cuando contengan disposiciones relativas a la afectación de las rentas nacionales, a la enajenación de bienes del Estado, al levantamiento de empréstitos o cuando estipulen exenciones de impuestos en general, de acuerdo con la Constitución. El monto máximo para que dichos contratos y exenciones puedan ser suscritos por el Presidente de la República sin aprobación congresual, será de doscientos salarios mínimos del sector público;",30,Fácil,
116,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,¿Qué puede hacer el presidente con respecto a los embajadores y jefes de misiones permanentes?,10,Nombrarlos con la aprobación del Senado de la República,100%,Nombrarlos sin necesidad de aprobación,0%,Despedirlos sin motivo,0%,No tiene ninguna atribución sobre ellos,0%,128,Constitución de la República Dominicana,"Atribuciones del Presidente de la República. La o el Presidente de la República dirige la política interior y exterior, la administración civil y militar, y es la autoridad suprema de las Fuerzas Armadas, la Policía Nacional y los demás cuerpos de seguridad del Estado.

3) Como Jefe de Estado y de Gobierno le corresponde: 

a) Designar, con la aprobación del Senado de la República, los embajadores acreditados en el exterior y los jefes de misiones permanentes ante organismos internacionales, así como nombrar los demás miembros del cuerpo diplomático, de conformidad con la Ley de Servicio Exterior, aceptarles su renuncia y removerlos;",30,Medio,
117,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,¿Qué facultad tiene el presidente respecto a los extranjeros cuyas actividades son perjudiciales?,10,"Puede hacer arrestarlos o expulsarlos, conforme a la ley",100%,Puede ignorarlos,0%,Solo puede vigilar sus actividades,0%,Puede otorgarles la ciudadanía,0%,128,Constitución de la República Dominicana,"Atribuciones del Presidente de la República. 

1) En su condición de Jefe de Estado le corresponde:

k) Hacer arrestar o expulsar, conforme a la ley, a los extranjeros cuyas actividades fueren o pudieren ser perjudiciales al orden público o la seguridad nacional;",30,Fácil,
118,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"¿Qué tipo de daños deben ocasionar las personas jurídicas de derecho público y sus funcionarios para ser responsables, conjunta y solidariamente, de conformidad con la ley?",10,Daños y perjuicios ocasionados por una actuación u omisión administrativa antijurídica,100%,Daños por causas naturales,0%,Daños por accidentes fortuitos,0%,Daños ocasionados en propiedades privadas,0%,148,Constitución de la República Dominicana,"Responsabilidad civil. Las personas jurídicas de derecho público y sus funcionarios o agentes serán responsables, conjunta y solidariamente, de conformidad con la ley, por los daños y perjuicios ocasionados a las personas físicas o jurídicas por una actuación u omisión administrativa antijurídica.",30,Fácil,
119,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,"El presidente y el vicepresidente de la República, en el ejercicio de sus funciones:",10,No pueden ser privados de libertad,100%,No pueden tomar vacaciones.,0%,No pueden salir del país.,0%,No pueden visitar lugares públicos.,0%,133,Constitución de la República Dominicana,"Inmunidad a la privación de libertad. Sin perjuicio de lo dispuesto por el artículo 80, numeral 1) de esta Constitución, el o la Presidente y el Vicepresidente de la República, electos o en funciones, no pueden ser privados de su libertad.",30,Fácil,
120,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,¿Qué características tienen los organismos autónomos y descentralizados creados por la ley?,10,"Autonomía administrativa, financiera y técnica",100%,Solo autonomía administrativa,0%,Solo autonomía financiera,0%,Ninguna autonomía,0%,141,Constitución de la República Dominicana,"Organismos autónomos y descentralizados. La ley creará organismos autónomos y descentralizados en el Estado, provistos de personalidad jurídica, con autonomía administrativa, financiera y técnica. Estos organismos estarán adscritos al sector de la administración compatible con su actividad, bajo la vigilancia de la ministra o ministro titular del sector. La ley y el Poder Ejecutivo regularán las políticas de desconcentración de los servicios de la administración pública.",30,Fácil,
121,M2 - ÓRGANOS E INSTITUCIONES DEL ESTADO DOMINICANO,C1.4 Organismos de control y garantías institucionales,Preguntas y respuestas,-,¿Quiénes regulan las políticas de desconcentración de los servicios de la administración pública?,10,La ley y el Poder Ejecutivo,100%,El Congreso Nacional y el Poder Judicial,0%,Los organismos autónomos y descentralizados,0%,Los gobernadores provinciales,0%,141,Constitución de la República Dominicana,"Organismos autónomos y descentralizados. La ley creará organismos autónomos y descentralizados en el Estado, provistos de personalidad jurídica, con autonomía administrativa, financiera y técnica. Estos organismos estarán adscritos al sector de la administración compatible con su actividad, bajo la vigilancia de la ministra o ministro titular del sector. La ley y el Poder Ejecutivo regularán las políticas de desconcentración de los servicios de la administración pública.",30,Medio,
